"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"1428",2395881,"4155634","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","1 OLD MEADOW LANE","4","30","2022-10-12","79","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","3","4","4","4","4","4","N/A","4","4","N/A","N0823","43.717314184","-79.443949262","309300.705","4841708.546"
"1429",2395882,"4155627","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","3 LEILA LANE","3","31","2022-10-12","77","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","3","4","4","3","4","4","N/A","4","4","N/A","N0823","43.722049816","-79.445755583","309154.837","4842234.568"
"1430",2395883,"4155628","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","1 LEILA LANE","3","31","2022-10-12","77","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","3","4","4","3","4","4","N/A","4","4","N/A","N0823","43.72308488","-79.445941428","309139.794","4842349.549"
"1431",2395884,"4153013","2017",NA,"1973","PRIVATE","04","Parkdale-High Park","146 DOWLING AVE","7","68","2022-10-12","68","Evaluation needs to be conducted in 2 years","17","4","3","5","3","3","3","N/A","4","N/A","3","3","3","5","3","3","4","3","3","3","N/A","S0436","43.6375473099","-79.4394028974","309673.714","4832846.159"
"1432",2395885,"4154897","2017",NA,"1961","PRIVATE","16","Don Valley East","50 UNDERHILL DR","4","64","2022-10-12","83","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","5","4","4","4","4","4","4","5","4","4","4","5","4","4","N/A","N1625","43.7447615515","-79.3267702279","318736.654","4844769.875"
"1433",2395886,"4155633","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","6 REPLIN RD","4","30","2022-10-12","77","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","4","N/A","4","N/A","N/A","3","4","4","3","4","4","N/A","3","4","N/A","N0823","43.7172142452","-79.4429757151","309379.427","4841696.543"
"1434",2395887,"4155631",NA,NA,"2019","SOCIAL HOUSING","08","Eglinton-Lawrence","2 REPLIN RD","4","30","2022-10-12","80","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","3","4","5","4","4","4","N/A","4","4","N/A","N0823","43.7185874066","-79.4436438925","309325.485","4841849.061"
"1435",2395888,"4153622",NA,NA,"1921","PRIVATE","14","Toronto-Danforth","85 LAING ST","3","13","2022-10-11","66","Evaluation needs to be conducted in 2 years","14","3","3","3","3","3","3","N/A","4","N/A","N/A","3","4","5","3","3","3","N/A","3","N/A","N/A","S1442","43.663704356","-79.327142442","318731.892","4835790.185"
"1436",2395889,"4154743","2017",NA,"1970","PRIVATE","15","Don Valley West","755 YORK MILLS RD","18","138","2022-10-11","92","Evaluation needs to be conducted in 3 years","20","4","5","5","3","5","5","3","5","5","5","3","5","5","5","5","5","5","4","5","5","N1524","43.752378601","-79.360756664","315997.687","4845611.893"
"1437",2395890,"4155632","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","7 FLEMINGTON RD","4","30","2022-10-11","79","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","3","4","4","4","4","4","N/A","4","4","N/A","N0823","43.719109071","-79.444361414","309268.912","4841893.814"
"1438",2395891,"4153623","2017",NA,"1988","SOCIAL HOUSING","14","Toronto-Danforth","1187-1189 QUEEN ST E","4","34","2022-10-11","73","Evaluation needs to be conducted in 2 years","15","4","3","5","4","4","4","N/A","3","4","N/A","3","4","4","3","3","4","N/A","3","N/A","N/A","S1441",NA,NA,"318356.222","4835654.831"
"1439",2395892,"4154720","2017",NA,"1971","PRIVATE","18","Willowdale","6151 BATHURST ST","12","67","2022-10-11","95","Evaluation needs to be conducted in 3 years","19","5","5","5","4","5","5","5","5","5","4","5","4","N/A","4","5","5","5","4","5","5","N1821","43.7880506952","-79.445991695","309131.37","4849566.008"
"1440",2395893,"4155644","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","87 AMARANTH CRT","4","30","2022-10-11","74","Evaluation needs to be conducted in 2 years","16","3","4","5","3","3","3","N/A","4","N/A","3","3","4","4","4","4","4","N/A","4","4","N/A","N0823","43.720444621","-79.44680337","309070.52","4842056.181"
"1441",2395894,"4155643","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","9 FLEMINGTON RD","4","30","2022-10-11","73","Evaluation needs to be conducted in 2 years","15","4","3","4","3","4","4","N/A","4","N/A","N/A","3","3","4","3","4","4","N/A","4","4","N/A","N0823","43.7187381977","-79.4460430714","309132.157","4841865.686"
"1442",2395895,"4155642","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","11 FLEMINGTON RD","4","31","2022-10-11","76","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","3","4","4","3","4","4","N/A","4","3","N/A","N0823","43.718500015","-79.447329934","309019.977","4841871.044"
"1443",2395896,"4155636","2017",NA,"1957","TCHC","08","Eglinton-Lawrence","5 FLEMINGTON RD","3","31","2022-10-11","76","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","3","4","4","3","3","4","N/A","4","4","N/A","N0823","43.718613593","-79.442694709","309401.704","4841852.977"
"1444",2395897,"4154722","2017",NA,"1960","PRIVATE","18","Willowdale","6171 BATHURST ST","13","170","2022-10-11","95","Evaluation needs to be conducted in 3 years","17","5","5","5","5","5","5","5","5","5","N/A","3","5","N/A","4","5","5","5","5","4","N/A","N1821","43.7898670361","-79.4451703972","309197.325","4849767.841"
"1445",2395898,"4155669","2017",NA,"1964","PRIVATE","15","Don Valley West","38 CARLUKE CRES","7","104","2022-10-11","83","Evaluation needs to be conducted in 2 years","19","4","5","5","3","4","3","3","4","5","4","4","5","5","4","5","4","5","4","3","N/A","N1521","43.76099861","-79.388484657","313757.7","4846553.563"
"1446",2395899,"4152967","2017",NA,"1965","PRIVATE","04","Parkdale-High Park","118 TYNDALL AVE","10","93","2022-10-11","86","Evaluation needs to be conducted in 3 years","19","5","5","5","4","5","3","4","4","5","4","4","5","5","4","5","3","4","4","4","N/A","S0437","43.637378606","-79.4292170392","310495.572","4832828.025"
"1447",2395900,"4154719","2017",NA,"1982","SOCIAL HOUSING","18","Willowdale","6091 BATHURST ST","6","90","2022-10-11","92","Evaluation needs to be conducted in 3 years","17","5","5","5","5","3","5","4","4","5","N/A","5","5","N/A","5","5","5","4","3","5","N/A","N1821","43.787160745","-79.4456380716","309159.906","4849467.158"
"1448",2395901,"4153638","2017",NA,"1989","SOCIAL HOUSING","14","Toronto-Danforth","126 COXWELL AVE","4","14","2022-10-11","80","Evaluation needs to be conducted in 2 years","15","4","4","5","3","4","3","N/A","3","N/A","N/A","3","4","5","4","4","4","5","5","N/A","N/A","S1439","43.6697394508","-79.318269183","319439.544","4836436.702"
"1449",2395902,"4154721","2017",NA,"1960","PRIVATE","18","Willowdale","6161 BATHURST ST","13","170","2022-10-11","95","Evaluation needs to be conducted in 3 years","16","5","5","5","5","5","5","N/A","5","4","N/A","3","5","N/A","5","5","5","5","5","4","N/A","N1821","43.7888662031","-79.4463491989","309102.531","4849656.589"
"1450",2395903,"4155670","2017",NA,"1964","PRIVATE","15","Don Valley West","32 CARLUKE CRES","7","103","2022-10-10","78","Evaluation needs to be conducted in 2 years","19","4","4","3","4","4","3","4","5","4","3","3","5","5","4","4","4","5","4","2","N/A","N1521","43.7611788697","-79.3897561854","313693.987","4846559.64"
"1451",2395904,"4168796","2017",NA,"1963","PRIVATE","15","Don Valley West","24 THE LINKS RD","4","95","2022-10-10","91","Evaluation needs to be conducted in 3 years","19","4","5","5","4","4","4","5","5","4","5","4","5","5","4","5","5","5","4","4","N/A","N1521","43.751017702","-79.402305283","312651.934","4845455.909"
"1452",2395905,"4154734","2017",NA,"1963","PRIVATE","15","Don Valley West","37 LORD SEATON RD","4","49","2022-10-10","92","Evaluation needs to be conducted in 3 years","19","4","5","5","5","4","5","4","5","5","5","4","4","5","4","5","5","5","4","4","N/A","N1521","43.7525712767","-79.4059855057","312355.623","4845627.205"
"1453",2395906,"4154740","2017",NA,"1963","PRIVATE","15","Don Valley West","199 UPPER CANADA DR","4","119","2022-10-10","84","Evaluation needs to be conducted in 2 years","19","4","5","5","4","4","3","3","4","5","4","4","5","4","4","5","5","5","4","3","N/A","N1521","43.7601407229","-79.3938827219","313329.2","4846469.341"
"1454",2395907,"4156495","2017",NA,"1962","PRIVATE","15","Don Valley West","14 CARLUKE CRES","7","101","2022-10-10","95","Evaluation needs to be conducted in 3 years","19","5","5","5","4","4","5","5","5","5","5","5","5","5","4","5","5","5","4","4","N/A","N1521","43.7604036514","-79.3924866908","313489.963","4846509.111"
"1455",2395908,"4154879","2017",NA,"1966","PRIVATE","16","Don Valley East","1698 VICTORIA PARK AVE","5","52","2022-10-07","72","Evaluation needs to be conducted in 2 years","18","3","3","4","4","3","4","N/A","3","3","3","3","4","5","4","3","3","5","4","4","N/A","N1628","43.7337528982","-79.3068920324","320340.518","4843550.409"
"1456",2395909,"4154878","2017",NA,"1958","PRIVATE","16","Don Valley East","1700 VICTORIA PARK AVE","5","54","2022-10-07","90","Evaluation needs to be conducted in 3 years","18","5","4","4","5","5","5","N/A","3","5","4","4","5","5","4","5","5","5","4","4","N/A","N1628","43.7343053211","-79.307065705","320326.385","4843611.746"
"1457",2395910,"4154884","2017",NA,"1961","PRIVATE","16","Don Valley East","1441 LAWRENCE AVE E","14","251","2022-10-07","78","Evaluation needs to be conducted in 2 years","19","4","5","5","4","3","5","4","3","3","4","4","4","1","4","4","4","5","4","4","N/A","N1628","43.741069981","-79.31303466","319843.605","4844363.092"
"1458",2395911,"4155584","2017",NA,"1970","TCHC","22","Scarborough-Agincourt","365 BAY MILLS BLVD","13","186","2022-10-07","93","Evaluation needs to be conducted in 3 years","19","5","4","5","4","5","5","4","5","4","N/A","4","5","5","4","5","5","5","4","5","5","E2226","43.7812403712","-79.3008424612","320815.234","4848827.17"
"1459",2395912,"4153624","2019",NA,"1995","SOCIAL HOUSING","14","Toronto-Danforth","802 EASTERN AVE","3","16","2022-10-07","64","Evaluation needs to be conducted in 1 year","19","3","3","5","3","4","3","N/A","2","3","3","3","4","3","3","3","3","4","3","3","3","S1441","43.6616379459","-79.3298622257","318506.508","4835534.706"
"1460",2395913,"4153618","2018",NA,"1960","PRIVATE","14","Toronto-Danforth","852 BROADVIEW AVE","4","21","2022-10-07","83","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","4","N/A","3","N/A","N/A","4","5","5","4","4","4","N/A","4","4","N/A","S1424","43.6791580686","-79.3585813036","316187","4837476.8"
"1461",2395914,"4152989","2017",NA,"1955","PRIVATE","04","Parkdale-High Park","130 JAMESON AVE","7","108","2022-10-07","76","Evaluation needs to be conducted in 2 years","18","4","5","5","4","3","3","N/A","3","4","3","5","5","3","4","3","4","4","3","3","N/A","S0437","43.6363761497","-79.4361595734","309935.497","4832716.239"
"1462",2395915,"4152602","2019",NA,"1960","PRIVATE","20","Scarborough Southwest","1043 VICTORIA PARK AVE","3","11","2022-10-06","92","Evaluation needs to be conducted in 3 years","15","5","5","5","5","4","5","N/A","4","N/A","5","5","5","N/A","4","4","5","N/A","4","4","N/A","E2028","43.70565801","-79.2942743706","321364.674","4840431.61"
"1463",2395916,"4152601","2017",NA,"1972","PRIVATE","20","Scarborough Southwest","283 PHARMACY AVE","17","267","2022-10-06","96","Evaluation needs to be conducted in 3 years","19","5","5","5","5","5","5","4","4","5","5","5","5","N/A","5","4","5","5","5","4","5","E2028","43.7005263633","-79.285525406","322071.239","4839863.258"
"1464",2395917,"4154733","2017",NA,"1974","PRIVATE","15","Don Valley West","44 STUBBS DR","7","84","2022-10-06","92","Evaluation needs to be conducted in 3 years","20","5","5","5","4","5","4","5","5","5","4","5","5","5","4","5","4","4","4","4","5","N1522","43.7614984852","-79.3630422116","315812.209","4846623.819"
"1465",2395918,"4155413","2017",NA,"1965","PRIVATE","01","Etobicoke North","186 KINGSVIEW BLVD","11","81","2022-10-06","95","Evaluation needs to be conducted in 3 years","17","5","5","5","5","5","5","N/A","5","5","N/A","5","5","4","4","4","5","5","5","4","N/A","W0133","43.6932326583","-79.5665294242","299421.522","4839032.971"
"1466",2395919,"4153530","2017",NA,"1960","PRIVATE","13","Toronto Centre","100 GLOUCESTER ST","11","212","2022-10-06","73","Evaluation needs to be conducted in 2 years","17","3","4","5","3","4","4","2","3","3","N/A","3","3","5","3","4","4","5","4","N/A","N/A","S1322","43.6680608437","-79.3797733761","314480.036","4836241.251"
"1467",2395920,"4155417","2017",NA,"1965","PRIVATE","01","Etobicoke North","10 BLACKFRIAR AVE","5","61","2022-10-06","88","Evaluation needs to be conducted in 3 years","17","5","5","5","5","5","2","N/A","5","5","N/A","5","4","4","4","4","4","5","5","3","N/A","W0133","43.69407154","-79.562734454","299737.704","4839124.125"
"1468",2395921,"4155418","2017",NA,"1965","PRIVATE","01","Etobicoke North","41 BLACKFRIAR AVE","6","32","2022-10-06","84","Evaluation needs to be conducted in 2 years","17","5","5","5","4","5","5","N/A","4","3","N/A","4","5","5","4","4","3","3","4","3","N/A","W0133","43.6947483145","-79.5594207061","299994.671","4839200.986"
"1469",2395922,"4155415","2017",NA,"1965","PRIVATE","01","Etobicoke North","25 BRIDESBURG DR","5","62","2022-10-06","86","Evaluation needs to be conducted in 3 years","17","5","4","4","4","5","2","N/A","5","4","N/A","5","5","5","4","4","5","3","5","4","N/A","W0133","43.6955590992","-79.5621204322","299777.119","4839291.193"
"1470",2395923,"4155414","2017",NA,"1965","PRIVATE","01","Etobicoke North","55 BRIDESBURG DR","5","61","2022-10-06","89","Evaluation needs to be conducted in 3 years","17","5","3","5","5","4","2","N/A","5","5","N/A","5","5","5","4","5","5","4","5","4","N/A","W0133","43.694473525","-79.563528031","299669.112","4839180.326"
"1471",2395924,"4152593","2017",NA,"1982","PRIVATE","20","Scarborough Southwest","30 BURN HILL RD","22","238","2022-10-06","94","Evaluation needs to be conducted in 3 years","18","5","5","5","4","5","5","5","5","4","N/A","4","5","N/A","5","5","5","4","5","4","5","E2028","43.6992222546","-79.2778348112","322691.471","4839719.991"
"1472",2395925,"4152594","2017",NA,"1974","PRIVATE","20","Scarborough Southwest","50 BURN HILL RD","24","163","2022-10-06","100","Evaluation needs to be conducted in 3 years","19","5","5","5","5","5","5","5","5","5","5","5","5","N/A","5","5","5","5","5","5","5","E2028","43.6995418332","-79.2767370484","322779.857","4839755.729"
"1473",2395926,"4155416","2017",NA,"1965","PRIVATE","01","Etobicoke North","15 BRIDESBURG DR","5","62","2022-10-06","89","Evaluation needs to be conducted in 3 years","17","5","5","5","4","5","2","N/A","5","4","N/A","5","5","5","4","4","5","4","5","4","N/A","W0133","43.6954283333","-79.5605528482","299903.466","4839276.584"
"1474",2395927,"4152979","2017",NA,"1962","PRIVATE","04","Parkdale-High Park","79 JAMESON AVE","7","121","2022-10-05","80","Evaluation needs to be conducted in 2 years","18","5","5","5","4","4","4","3","3","5","N/A","4","4","5","3","4","5","3","3","3","N/A","S0437","43.6343864114","-79.4346789323","310055.132","4832495.286"
"1475",2395928,"4152984","2017",NA,"1955","PRIVATE","04","Parkdale-High Park","125 JAMESON AVE","7","67","2022-10-05","69","Evaluation needs to be conducted in 2 years","17","3","4","5","3","3","3","N/A","3","3","N/A","4","4","5","3","4","3","3","3","3","N/A","S0437","43.6361641445","-79.4351614024","310016.053","4832692.746"
"1476",2395929,"4152985","2017",NA,"1960","PRIVATE","04","Parkdale-High Park","145 JAMESON AVE","9","80","2022-10-05","77","Evaluation needs to be conducted in 2 years","18","5","5","5","3","3","3","3","4","4","N/A","4","5","5","3","4","4","3","3","3","N/A","S0437","43.6369589239","-79.435611219","309979.692","4832781.011"
"1477",2395930,"4152983","2017",NA,"1968","PRIVATE","04","Parkdale-High Park","109 JAMESON AVE","7","118","2022-10-05","65","Evaluation needs to be conducted in 1 year","17","3","3","5","3","3","4","N/A","3","3","N/A","3","4","3","3","3","3","3","3","3","N/A","S0437","43.6357752614","-79.4351441471","310017.478","4832649.546"
"1478",2395931,"4152992","2018",NA,"1960","PRIVATE","04","Parkdale-High Park","100 JAMESON AVE","10","80","2022-10-05","67","Evaluation needs to be conducted in 2 years","17","3","4","5","3","4","3","N/A","3","3","N/A","3","3","5","3","3","3","3","3","3","N/A","S0437","43.6351191889","-79.4356564648","309976.196","4832576.633"
"1479",2395932,"4152982","2018",NA,"1956","PRIVATE","04","Parkdale-High Park","95 JAMESON AVE","9","66","2022-10-05","78","Evaluation needs to be conducted in 2 years","18","4","5","5","5","3","4","N/A","3","4","3","4","5","5","3","3","4","4","3","3","N/A","S0437","43.6354033108","-79.4349062431","310036.705","4832608.24"
"1480",2395933,"4153533","2017",NA,"1963","PRIVATE","13","Toronto Centre","59 ISABELLA ST","14","101","2022-10-05","74","Evaluation needs to be conducted in 2 years","17","3","4","5","3","3","5","N/A","5","4","N/A","2","2","5","4","3","3","4","4","4","N/A","S1322","43.667962528","-79.382564773","314254.674","4836230.967"
"1481",2395934,"4152595","2017",NA,"1964","TCHC","20","Scarborough Southwest","40 FIRVALLEY CRT","15","168","2022-10-05","89","Evaluation needs to be conducted in 3 years","18","5","5","5","4","5","4","4","4","5","N/A","4","5","5","4","4","4","4","5","4","N/A","E2028","43.703580346","-79.279521109","322554.003","4840204.75"
"1482",2395935,"4153366","2017",NA,"1926","PRIVATE","12","Toronto-St. Paul's","400 AVENUE RD","4","41","2022-10-05","92","Evaluation needs to be conducted in 3 years","17","5","5","5","4","5","5","N/A","4","N/A","5","4","5","5","4","5","5","4","4","4","N/A","S1237","43.6826975439","-79.4006048601","312798.171","4837865.095"
